,headlines,text
1141,Canada sets free 1985 Air India Kanishka bomber Inderjit,"Inderjit Singh Reyat, the only person convicted in the case related to the bombing of Air India flight 182, called Emperor Kanishka, in 1985 has been released by the Parole Board of Canada. Reyat had served two-thirds of a nine-year jail sentence for perjury in connection with the bombing of Air India flight 182 that killed 329 people."
1142,Indian designer showcases clothes made of wood pulp at NYFW,"India-born US-based designer Premal Badiani showcased her latest collection titled 'Root Cause', which is made from wood pulp, at the New York Fashion Week. She showcased her line in a virtual presentation. The collection aims to bring awareness about the human impact on the environment and to promote social responsibility by adopting sustainable fashion as a lifestyle choice."
1143,Cong complains to EC against BJP on Sharmila's claim,"Congress on Wednesday lodged a complaint with the Election Commission against BJP for allegedly offering to finance the poll campaign of Independent candidate Irom Sharmila in Manipur. The party demanded a thorough probe into the allegations and strict action including criminal prosecution. Notably, Sharmila had accused BJP of offering her ?36 crore for her campaign."
1144,Bihar bans govt staff from having alcohol anywhere in state,"The Bihar Cabinet on Wednesday passed a proposed amendment to the state service rules forbidding government employees from consuming alcohol anywhere in the state. The service rules earlier prohibited government servants from consuming alcohol or any other intoxicant at workplace only. Notably, this comes after the Bihar government imposed a liquor-ban policy across the state in April last year."
1145,Probe Kejriwal's nexus with militants in Punjab: Amarinder,"Punjab Congress President Captain Amarinder Singh on Thursday demanded an independent probe into Delhi CM Arvind Kejriwal's ""nexus"" with militants and gangsters in the state. These ""dangerous"" links pose a ""major threat to Punjab's security and safety"", he asserted. Notably, this comes after Nabha jailbreak mastermind Gurpreet Singh Sekhon's recent arrest from the alleged house of an AAP worker."
1146,"5 judges appointed to Supreme Court, total strength now 28","Five new judges were appointed to the Supreme Court on Wednesday, taking its working strength to 28. The new judges elevated to the apex court include four chief justices of state high courts and a sitting Karnataka High Court judge. Notably, the Supreme Court has a total sanctioned strength of 31 judges. "
1147,AIIMS Delhi wins ?5-crore govt award for cleanliness,"The AIIMS, New Delhi has won the first prize among all central government hospitals and a ?5 crore cash reward for maintaining high standards of sanitation and hygiene under the Centre's Kayakalp awards. North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences in Shillong bagged the second prize while PGIMER, Chandigarh received the third prize."
1148,BSF seizes fake ?2k notes worth ?2 lakh from Malda,"The Border Security Force (BSF) has seized fake ?2,000 notes worth ?2 lakh from West Bengal's Malda district. This comes after the BSF arrested a fake currency racketeer, identified as Umar Faruq, from Churiantpur border outpost in Malda. The police interrogated him and he informed them that the delivery of fake notes from Bangladesh was scheduled for late Tuesday night."
1149,Bill tabled in Lok Sabha to cap lavish spending on weddings,"A bill has been tabled in the Lok Sabha which caps the number of guests to be invited and dishes to be served in weddings. In the proposed law, if a family spends above ?5 lakh, it has to contribute 10% of the amount on marriages of girls from poor families. The bill was tabled by Congress MP Ranjeet Ranjan."
1150,Rekha to give 4th Yash Chopra Memorial Award to SRK,Veteran actress Rekha will hand over actor Shah Rukh Khan the fourth Yash Chopra Memorial Award during a ceremony which will be held on February 25. The award commemorates the late director-producer by honouring excellence in various spheres of cinema like acting and music. Rekha will give the award along with Maharashtra Governor C Vidyasagar Rao.
1151,I won't sledge Virat Kohli: Australia's Glenn Maxwell,"Australian allrounder Glenn Maxwell has said he would not risk provoking Indian captain Virat Kohli in the upcoming four-Test series starting February 23. ""I am probably not going to say anything to him, that is for sure,"" said Maxwell. Talking about Australia's strategy to counter Kohli, Maxwell added, ""[H]opefully..we can create that doubt and get him wondering about his technique."""
1152,India among top targets for web application attacks: Report,"With over 1.1 crore web application attacks in the fourth quarter of 2016, India is one of the top target countries for web application attacks, according to a report by US-based content delivery network provider Akamai Technologies. While India ranked fourth, US topped the list with over 24 crore web application attacks in the country."
1153,'Ib' is the shortest railway station name in India ,"The 'Ib' railway station, located near Jharsuguda in Odisha, and 'Od' railway station in Gujarat have the shortest railway station names in India, consisting of only two letters. Meanwhile, the 'Venkatanarasimharajuvaripeta' railway station located in Andhra Pradesh is known to have the longest railway station name in India with 28 letters."
1154,Sharapova deserves a second chance: Boris Becker,"Six-time Grand Slam champion Boris Becker has said that Russian tennis star Maria Sharapova has paid her dues and deserves a second chance when she returns to tennis at the end of her 15-month doping ban. Five-time Grand Slam champion Sharapova is set to return to tennis in April in Stuttgart, where she has won a title on three occasions."
1155,Playstation games inspired youngsters to become carjackers,"The crime branch of Delhi Police has busted a gang of four alleged carjackers who learned how to rob cars by playing Grand Theft Auto game on Playstation. This gang allegedly committed five car robberies within 48 hours in west, northwest and outer Delhi. The arrested people include two adults and two juveniles, the police informed."
1156,Uber taxi set on fire amidst ongoing cab drivers' strike,"An Uber taxi was set on fire by protesters on Tuesday in Ghaziabad amidst the ongoing strike by drivers of app-based cab aggregators in Delhi NCR demanding better pay. The protesters allegedly hurled stones at the car to stop it and poured some inflammable substance before setting it afire. Earlier, Delhi High Court restrained drivers' unions from blocking the cabs."
1157,Italian restaurant offers discount for well-behaved children,"A restaurant owner in Italy has been offering families a 5% discount if their children are well-behaved. Antonio Ferrari, who does not have children of his own, estimated that about 30% of parents do not know how to handle their children at lunchtime. However, the 40-year-old said he was not being judgemental, adding, ""I imagine how difficult parenting is today."""
1158,Christians silently converting people at large scale: BJP MP,"Union Minister Giriraj Singh on Tuesday claimed that Christians are ""silently"" converting people at a large scale in India. ""In 1947, Hindus were almost 90% of the population. But as per a latest media survey, we are only 72% at present,"" he said. ""If opposition parties extend their cooperation, a law can be brought to control the population,"" he added."
1159,Shiv Sena using Balasaheb?s name to hide its corruption: Raj,"Addressing a rally ahead of BMC polls, MNS chief Raj Thackeray on Tuesday alleged Shiv Sena is using its Founder Balasaheb Thackeray?s name to hide its corruption. He further said Sena wants to usurp the plush sea-facing Mayor Bungalow under the name of Balasaheb memorial. ""And they (Sena) plan to shift the Mayor inside the Zoo premises,"" he added."
1160,Were Bose?s comrades freedom fighters or army deserters: CIC,"The Central Information Commission has ordered the Home Ministry to answer whether Indian National Army soldiers, who supported Subhas Chandra Bose, were freedom fighters or army deserters. An RTI has sought details on the status of INA soldiers. MHA should answer whether it was ready to provide same benefits such as pension to the INA soldiers, said CIC."
1161,"Vande Mataram needs equal status, respect: SC lawyer","After the Supreme Court made it mandatory to play the National Anthem in all cinema halls, a petition by an apex court lawyer has demanded ""equal respect and status"" for National Song Vande Mataram. ""On January 24, 1950, Jana Gana Mana and Vande Mataram both songs were adopted of equal honour with each other and equal status,"" said the petitioner. n"
1162,BJP leaders doze off in ex-Bihar Dy CM Sushil Modi?s presser,BJP leaders were caught dozing off during former Bihar Deputy CM Sushil Kumar Modi's weekly Janta Durbar in Patna on Tuesday which was held to address people's grievances. Ex-Bihar minister Renu Kushwaha and her politician husband Vijay Kumar Singh apparently slept during the 30-minute press conference. Renu had quit JD(U) and had unsuccessfully contested Bihar Assembly election on BJP ticket.
1163,Congress leader shot dead in Maharashtra's Bhiwandi,"A Congress leader was shot dead by a couple of unidentified persons in Maharashtra's Bhiwandi on Monday, police said. Identified as Manoj Mhatre, the party leader was attacked with sharp weapons by the assailants before being shot at from point blank range, it added. Notably, there had been an attempt on his life earlier as well, police added."
1164,14K bonded labour cases from 1993 to Jan 31 2017: NHRC,"Over 14,000 cases of bonded labour have been received since 1993 to January 31, 2017, out of which 13,266 were disposed of, NHRC has reported. It would be wrong to think bonded labour is a thing of past, as it can be found even today in not only agriculture but also in other sectors, said NHRC Chairperson HL Dattu."
1165,Govt hasn't waived a single paisa of any industrialist: FM,"The NDA government has ""not waived even a single paisa"" of any industrialist and Rahul Gandhi is levelling ""false allegations"" in this regard, Finance Minister Arun Jaitley said on Tuesday. Rahul Gandhi has been alleging that the government waived ?1 lakh crore loan of 50 top industrial houses in the country, but his statement is totally wrong, Jaitley stated."
1166,Crime rises in Delhi with a rape case reported every 4 hours,"Crime in Delhi increased for the third straight year in 2016 and three out of every four cases went unsolved, according to official data. Women made a distress call to the helplines every nine minutes on an average, a molestation complaint was received every two hours and a rape case was registered every four hours, the data revealed."
1167,Kerala all-party meet decides to turn Kannur violence-free,"An all-party meeting convened by Kerala CM Pinarayi Vijayan in Kannur on Tuesday decided to take joint efforts to turn the state's Kannur area into a 'violence-free' zone. This comes amid several reports of party workers amassing armaments in the district. Last month, a 52-year-old BJP worker was stabbed to death allegedly by CPI(M) activists in the district."
1168,India witnessed maximum bombings worldwide in 2016: Report,"India witnessed the maximum bombings worldwide in 2016, according to a report by the National Bomb Data Centre. While there were 406 bombing incidents, including IED and ordnance explosive blasts, in India, Iraq came second with almost half the number at 221. Notably, Pakistan witnessed 161 bombing incidents in 2016, followed by Afghanistan at 132 and Turkey at 92."
1169,College students worship Disha Patani to lose virginity,"Actress Disha Patani is being worshipped by students of Hindu college in Delhi, in hopes of losing their virginity in the next six months. The celebration is an annual event on Valentine's Day as a popular actress is chosen to be worshipped as 'Damdami Mai'. ""As always, condoms will be used to decorate the virgin tree,"" said a student."
1170,GoAir plane makes emergency landing due to engine trouble,"A GoAir flight from Mumbai with over 180 people on board had to make an emergency landing following engine trouble. However, the aircraft landed safely and no one was hurt. Notably, this is the second incident involving a GoAir flight, where the plane had to make an emergency landing due to issues in its engine."
1171,Haryana seeks 5k paramilitary personnel over Jat agitation,"The Haryana government has sought from the Centre 5,600 paramilitary personnel to deal with Jat quota stir. The agitation in Haryana seeking reservation in education and government jobs entered its 17th day on Tuesday. Though agitation has been peaceful so far, but the Jat leaders have threatened to intensify the stir after February 19 if demands were not met."
1172,"Amy Jackson's phone hacked, personal photos leaked online","Actress Amy Jackson's phone was hacked and personal pictures were leaked online. It was reportedly hacked at a mobile store in Mumbai, where she halted for her connecting flight from London to Chennai. ""I was shocked when this happened... I will register a complaint with cyber crime cell in London and ensure the hackers are taken to task,"" said Amy. "
1173,HC stays AAP govt's distance criteria for nursery admissions,"The Delhi High Court on Tuesday stayed the AAP government's nursery admission norm, which made it mandatory for private unaided schools to accept admission forms based on the neighbourhood criteria. Justice Manmohan termed the notification as ""arbitrary, unreasonable and against public interest."" The notification gave priority to people living within a radius of 1 kilometre from the school. "
1174,"It'll be great to explore India, do Yoga: F1 champ Rosberg","Former racer and current Formula One World Champion Nico Rosberg has said he is keen to explore India some day and may even look at pursuing yoga for strengthening his mind and body. Rosberg, who is a meditation enthusiast, gave credit to meditation for his 2016 championship-winning season. Notably, Rosberg retired from Formula One after his title triumph in 2016."
1175,Only 0.2% of over 1L complaints against Delhi Police probed,"The annual report of Delhi Police released on Monday revealed that over 1.12 lakh complaints were received by its anti-corruption helpline against police personnel and only 307 of these cases were investigated. It makes up only 0.27% of the total complaints received. The complaints allege corruption among personnel, inaction over FIRs and rude behaviour by the police."
1176,Sasikala gets 4-year jail in disproportionate assets case,"The Supreme Court on Tuesday sentenced AIADMK General Secretary VK Sasikala to four years imprisonment in the disproportionate assets case. With this, she stands disqualified to take over as the Chief Minister of Tamil Nadu and also she can't contest any election for a period of 10 years. Notably, the apex court has asked her to surrender immediately."
1177,"Will marry off those caught on V-Day, warns Bajrang Dal","Bajrang Dal in West Bengal and Odisha has warned youth to not celebrate Valentine's Day, stating they would marry off couples who are found venturing into parks, malls or public places. ""The boys and girls indulging in indiscriminate obscene acts in the name of celebration is a social crime and is against our Indian culture,"" a Bajrang Dal activist stated."
1178,Pak poet Faiz Ahmad Faiz had been arrested for opposing govt,"Pakistani poet Faiz Ahmad Faiz, whose 106th birth anniversary was observed on Monday, was once arrested for conspiring against the country's Prime Minister Liaquat Ali Khan to overthrow his government. Faiz, who wrote numerous revolutionary poems, is best known for his ghazals 'Gulon Mein Rang Bhare' and 'Dasht-E-Tanhai Mein'. He passed away at the age of 73 in Pakistan's Lahore."
1179,"Hundreds evacuated, 600 acres burnt after wildfire in US","A wildfire on Sunday broke out in the US state of Oklahoma, burning around 600 acres of land and forcing the evacuation of hundreds of people in nearby areas and parts of the adjoining state of Texas. With no injuries reported, the state is under a national fire advisory through February 14 because of high risks for wildfires."
1180,"At least 16 killed, 40 injured in bomb blast in Lahore","At least 16 people, including a police DIG and an SSP, were killed and 40 others were injured in a bomb explosion outside the Punjab Assembly in Lahore, Pakistan, according to reports. The explosion occurred during a protest by chemists and pharmaceuticals against the government, reports added. Pakistani Taliban's faction Jamaat-ul-Ahrar reportedly claimed responsibility for the blast."
1181,Assam law officer barred from Assembly for taking selfie,"Assam Additional Advocate General, Devajit Saikia has been barred from entering the state Assembly for two weeks for allegedly clicking and uploading a selfie on his Facebook page when the house was in session. He was seated in the speaker's gallery. The matter has been forwarded to the Privilege Committee, which will submit a report within two weeks. "
1182,Edible oil firm's stock surges 20% after pact with Patanjali,"Edible oil manufacturer Ruchi Soya's shares surged nearly 20% on Monday after the firm announced it has signed agreements with Baba Ramdev-promoted Patanjali Ayurved for physical refining and packaging of edible oils. Ruchi Soya is currently the country's leading agriculture and food FMCG company with a turnover of $4 billion. Its leading brands include Nutrela, Mahakosh and Sunrich, among others."
1183,Vikram Limaye to get ?8 crore a year as NSE CEO,"Leading stock exchange NSE has proposed a pay package of ?8 crore per annum for its new CEO Vikram Limaye. Limaye's annual pay would be nearly double that of the total remuneration earned by the chiefs of rivals BSE and MSEI. At a meeting, NSE will seek shareholders' approval for Limaye's appointment for five years and his remuneration package. "
1184,Have a heartfelt and warm relationship with Murthy: Sikka,"The CEO of Infosys Vishal Sikka on Monday said that he has always shared a ""heartfelt, warm relationship"" with the company's Co-founder Narayana Murthy. Describing Murthy as an ""incredible man"", Sikka said, ""I meet Mr Murthy quite frequently... probably meet him 5-6 times a year."" He further said that his relationship with the company's founders is ""wonderful""."
1185,Shah Rukh to have a cameo role in 'Baahubali 2': Reports,"As per reports, Shah Rukh Khan will have a cameo role in the upcoming film 'Baahubali: The Conclusion'. Reportedly, the director of the film franchise SS Rajamouli is currently in talks with Shah Rukh for the role. The epic historical fiction film, which is the continuation of 'Baahubali: The Beginning', will feature Prabhas, Rana Daggubati and Anushka Shetty among others."
1186,Sachin Tendulkar unveils release date of his biopic,"Sachin Tendulkar announced on Twitter that his biopic, 'Sachin: A Billion Dreams' will release on May 26. Incidentally, this is the same date, Sachin announced his IPL retirement in 2013. ""The answer to the question that everyone's asking me is here. Mark your calendars and save the date,"" Sachin tweeted. The James Erskine-directed movie features music by AR Rahman."
1187,Saif's WhatsApp display picture is of his son Taimur: Report,"A photograph of Kareena Kapoor and Saif Ali Khan's son Taimur, which is reportedly Saif's display picture on WhatsApp, has surfaced online. However, the authenticity of the photograph could not be verified. In an earlier interview, Kareena had said that Taimur is the most gorgeous man on this side of the equator."
1188,Swamy alleges interference by Union Ministers in TN politics,"BJP leader Subramanian Swamy on Monday accused 'certain Union Ministers' of meddling with the political affairs of Tamil Nadu. He also filed a writ petition in the Supreme Court seeking the appointment of AIADMK General Secretary VK Sasikala as the state's Chief Minister. Swamy, however, refused to name the ministers who were taking 'undue interest' in the ongoing political crisis."
1189,Katrina to turn producer and launch sister in B'wood: Report,"As per reports, actress Katrina Kaif will turn producer to launch her younger sister Isabel in Bollywood. Earlier, reports of rumoured ex-boyfriend Salman Khan launching Isabel in Bollywood had emerged online. Notably, Isabel made her debut in films with 'Dr Cabbie', a Canadian romantic comedy, which was co-produced by Salman Khan."
1190,Samajwadi Party candidate in UP polls dies while on campaign,"Samajwadi Party's Alapur candidate, Chandrashekhar Kanaujia, died following a heart attack during an election campaign event on Sunday in Ambedkar Nagar. He was rushed to a nearby hospital where he was declared brought dead. Notably, the Samajwadi Party had given Kanaujia the ticket against its current legislator Bhim Prasad Sonkar. The constituency will go for polling on February 27. "
1191,Haryana plans to install smog-free towers to curb NCR smog,"Considering the high levels of smog in NCR, the Haryana government is in talks with a Holland-based company to set up smog-free towers in Gurugram and Faridabad. Notably, the two districts contribute nearly one-fifth of the air pollution in the region. A smog-free tower is a seven-metre-high air purifier with an effective range of 300 m to 7 km."
1192,Flyer who opened flight's emergency exit released on surety,"The passenger who allegedly opened the emergency exit of a Chandigarh-bound IndiGo flight before takeoff was released on a surety of ?15,000 on Saturday. Airport Police said 31-year-old Akshay Rameshkumar Mohan was released as this was a bailable offence. IndiGo had earlier claimed that a passenger suddenly opened the emergency exit and inflated the slide, causing injury to a co-passenger."
1193,IAF to induct first indigenously developed 'eye in the sky',"Indian Air Force will induct the country's first indigenous all-weather airborne early warning and control (AEW&C) system, also called the 'eye in the sky', on February 14, the first day of Aero India 2017. The system will have the capability to detect incoming fighters, cruise missiles and even drones from both Pakistan and China, according to reports."
1194,"Lowest salary of govt employee rose over 32,000% in 70 years","The lowest salary of a government employee rose 32,627%, from ?55 to ?18,000, in the last 70 years. Meanwhile, the senior government employees' salary has risen from ?2,000 to ?2.5 lakh since independence, a 12,400% rise. The Seventh Pay Commission had recommended an over 14% increase in the basic pay of government employees, which was accepted by the Centre. "
1195,Ashwin thinks like a batsman while bowling: Pujara,"Indian cricketer Cheteshwar Pujara feels that Ravichandran Ashwin ""thinks like a batsman"", which makes him such a dangerous bowler. ""The kind of brain he has, he thinks as a batsman, what are his weaknesses and areas he needs to bowl. I think it's his experience that makes him one of the strike bowlers in this team,"" Pujara said."
1196,Rajasthan won't allow distorting Padmavati history: Minister,"Rajasthan minister Vasudev Devnani said that people of the state won't allow distorting queen Padmavati's history. Referring to Bhansali's film Padmavati's shoot, he added, ""If someone doesn't want to shoot their film here, so be it."" Padmavati's set was vandalised by Karni Sena following reports of a romantic scene between Padmavati (Deepika Padukone) and Alauddin Khilji (Ranveer Singh). "
1197,No one has right to judge patriotism of others: RSS chief,"RSS chief Mohan Bhagwat said on Saturday that no one has the right to judge the patriotism of others. ""Even if you think that you are running the show in the country, you cannot measure anybody's patriotism or come out with a judgement,"" he added. Bhagwat further said that patriotism does not have an existence of its own."
1198,Modi asks ministers to furnish details of tours in 3 months,"Prime Minister Narendra Modi has asked his ministers to give details of tours, if any, undertaken by them during the last three months, according to reports. The exercise is said to be aimed at ascertaining whether the ministers promoted demonetisation and other initiatives of the government. The Prime Minister reportedly gave the directive at a recent Cabinet meeting."
1199,Noida scam firm planned Australia tour for 150 distributors,"An accused in the ?3,700 crore Noida trading scam has told the police that the company had planned an Australia tour for 150 distributors, which included sky-diving, reports said. The company's director said it was a promotional tour to motivate the distributors. Notably, the scam duped seven lakh people on the pretext of earning money by liking Facebook pages."
1200,Akshay Kumar's 'Jolly LLB 2' banned in Pakistan: Reports,"As per reports, the Akshay Kumar starrer 'Jolly LLB 2' has been banned by Pakistani censor board for referring to the Kashmir militancy issue. As per a source, in the film, Akshay comes across the case of a man who's killed and declared a Kashmiri militant, while the real Kashmiri militant goes into hiding, which wasn't acceptable to the board. "
1201,"Mulayam campaigns for Shivpal, seeks votes for Lok Dal","Samajwadi Party patriarch Mulayam Singh Yadav on Saturday campaigned for his brother Shivpal Singh Yadav in Etawah and also sought votes for a Lok Dal candidate. He, however, didn't mention UP CM Akhilesh Yadav's name. This came amid reports that some Mulayam's loyalists, who were denied tickets by the SP, are now contesting on the Lok Dal ticket."
1202,Congress turned Devbhoomi of Uttarakhand to loot-bhoomi: PM,"While addressing a rally in Uttarakhand, PM Narendra Modi highlighted the corruptness of Congress and said that it turned the state from a ""Devbhoomi"" to a ""loot-bhoomi"". The appointed people lost no opportunity to make personal gains and were caught on camera, he added. Modi was referring to a sting operation, which showed CM Harish Rawat offering bribes to MLAs."
1203,EC failed to curb use of money power in Goa polls: AAP,"The Aam Aadmi Party (AAP) has claimed that the Election Commission failed to curb the use of money power in the Assembly elections in Goa. ""I will say it on record that the Election Commission has miserably failed to stop distribution of money and liquor across Goa on the eve of the polls,"" said AAP's chief ministerial candidate Elvis Gomes.n"
1204,Golfer escapes alligator's jaws by beating it by golf club,"Tony Aarts, a Florida-based golfer, used his golf putter club to beat an alligator that attacked him and caught him by the ankle as he was approaching the fourth hole at the golf course. The alligator dragged Aarts into a nearby water hazard, before his eye socket was attacked by Aarts which caused the animal to loosen its jaw."
1205,PM Modi issues orders to put armed forces under one officer,"Prime Minister Narendra Modi has reportedly asked the Ministry of Defence to initiate theatre commands for the military, which would put the troops and resources of the three forces under one officer. New initiatives, including the appointment of a four-star general to look after the issues of the armed forces, would also be taken by the end of the year."
1206,"Inclusion shows in every meeting, starting with me: Nadella","Microsoft's India-born CEO Satya Nadella while talking about the importance of diversity and inclusion at a recent event said inclusion at his company shows up in every meeting, starting with him. ""Microsoft has to look like everyone and every organisation in the world,"" said Nadella. ""Inclusion is a cultural piece we all have to work on every day,"" he added."
1207,Fabindia gets legal notice for using brand name 'Khadi',"Khadi India has threatened to sue ethnic-wear brand Fabindia, for indulging in ""unfair trade practice"" by unauthorisedly selling cotton products under its registered brand name 'Khadi'. Fabindia has been asked to immediately stop using 'Khadi' from all cotton products and remove display banners from showrooms. A legal notice alleged Khadi India's brand name was used unlawfully to mislead buyers."
1208,Mira wants to have a second child soon: Shahid Kapoor,"Actor Shahid Kapoor has revealed that his wife Mira Rajput would prefer to have a second child soon. ""She wants to flip the norm, get the kids to a certain age and then be free to do what she likes,"" he added. Shahid further revealed their first child, Misha, was not planned but they were ready for it."
1209,Afraid to go out for dinner with a man due to media: Karan,"Karan Johar revealed that he's afraid to go out for dinner with another man as the media reaches everywhere. He added, ""If you go out...with a man, (it's assumed) you're sleeping with him...two men can't be out for dinner just as friends."" In his biography, Karan has written that he was traumatised by rumours linking him and Shah Rukh Khan."
1210,Monthly housing sales fell 40% on demonetisation: PropTiger,"Realty portal PropTiger has said that its monthly average housing sales fell 40% during November-December 2016 in top nine cities because of the government's demonetisation move. New home launches fell 49% in the period, the company added. News Corp-backed PropTiger, which recently merged with real estate search portal Housing, laid off 200 employees this week in a restructuring exercise."
1211,Ministry of Home Affairs website hacked,"The website of the Ministry of Home Affairs was hacked on Sunday, prompting the National Informatics Centre to temporarily block it, an official said. Meanwhile, the computer emergency response teams are looking into the incident. In January, the website of National Security Guard (NSG) was hacked by suspected Pakistan-affiliated operatives and anti-India content was posted on it."
1212,News on private FM could threaten national security: Centre,"The Centre has apprised the Supreme Court that it could not grant permission to private FM community radio service operators to broadcast news content as it could threaten national security. ""Several anti-national radical elements within the country and also from abroad could misuse it for propagating their agenda,"" the Centre has stated."
1213,World's oldest steam engine re-inducted into Indian Railways,"The world's oldest working steam locomotive in regular operation, 162-year-old Fairy Queen, has been re-inducted into service by the Indian Railways. The train took its first journey in five years on Saturday, travelling from Delhi Cantonment to Haryana's Rewari. Constructed in 1855 by Kitson, Thompson, and Hewitson in England, the Fairy Queen was brought to Calcutta (now Kolkata) in 1855."
1214,Tamil Nadu Agriculture Minister Duraikannu reported missing,"According to a report filed with the Tamil Nadu police, state Agriculture Minister R Duraikannu has gone missing. The complainant, a person named Magalingam, alleged that AIADMK General Secretary Sasikala Natrajan's family was hiding the minister. Meanwhile, amid the ongoing power struggle in the state, several AIADMK leaders extended their support to Chief Minister O Panneerselvam on Saturday."
1215,Kailash Satyarthi's stolen Nobel replica recovered by police,"Nobel Laureate Kailash Satyarthi's Nobel Peace Prize replica and its citation along with other valuables, which were stolen from his house in Delhi's Alaknanda earlier this week, has been recovered by the Delhi Police. The police have also arrested three persons in the case. The theft had taken place when Satyarthi was attending an event abroad."
1216,"Have waited patiently, will do what is required: Sasikala","AIADMK General Secretary VK Sasikala has said that the party has waited patiently till now and will do what is required after a point ? a statement reportedly being seen as a threat to the Governor. Sasikala has also said the delay seems deliberate and hinted that as time goes by, her grip over the herded MLAs was slipping.  "
1217,"If I join politics, me and my men will come with guns: Kamal","Actor Kamal Haasan has said that if he ever enters politics in Tamil Nadu, he and his men are so angry that they will come with guns. ""Tamil Nadu has not had the best of service from politicians for more than 60 years now.... They are taking it too lightly because they have been charlatans for too long,"" added Kamal. "
1218,Russian athlete stripped of London Olympics gold for doping,"Russia's Mariya Savinova-Farnosova has been stripped of her 800-metre London 2012 Olympic gold after the Court of Arbitration for Sport on Friday imposed a four-year ban saying there was ""clear evidence"" she used performance-enhancing drugs. All of Savinova's results from July 26, 2010, to August 19, 2013, have been disqualified, stripping off her 2011 world championships gold among other medals."
1219,Quality of primary public education deteriorating: Javadekar,"Union HRD Minister Prakash Javadekar has said that the quality of primary public education is deteriorating and added that people are forgetting that scientists, entrepreneurs, and politicians today have all attended local schools. ""100% Right To Education is a must. One major fallacy of the RTE was that whoever entered the school just wanted to 'finish' it,"" he added."
1220,16 cases of train sabotage cases in 2017 so far: Report,"Railway Board official Mohammed Jamshed has reportedly stated that in the first 40 days of 2017, there have already been 16 cases of train sabotage. Terming the number ""abnormally high"", Jamshed further said that most of these instances have occurred in non-traditional Left-wing extremism affected areas, and don?t carry the signature of Maoist subversive activities."
1221,CRPF DG refuses farewell parade to ease troops' burden,"In a bid to avoid additional pressure on the troops, outgoing CRPF Director General K Durga Prasad has refused the ceremonial farewell parade planned for his retirement. ""As such the CRPF is stretched. Then is the additional responsibility of ongoing elections,"" the 1981 batch IPS officer said. He instead visited the troops and tried to address their concerns, Prasad added."
1222,UNESCO Nature Festival begins in Himachal Pradesh,"The two-day UNESCO Natural Heritage Festival began on Saturday at Great Himalayan National Park in Sai Ropa, Himachal Pradesh. The Wildlife Institute of India said the festival will feature a media workshop on environmental journalism, discussions on natural and cultural heritage of the Himalayan region and a heritage walk. Notably, GHNP was named a UNESCO World Heritage Site in 2014. "
1223,Vogue 125th anniversary cover slammed for lack of diversity,"Social media users have criticised the cover of the 125th-anniversary issue of fashion magazine 'Vogue' for an alleged lack of diversity. The cover has featured only one plus-size model, Ashley Graham. Readers have also accused 'Vogue' of featuring only light to medium skin-toned models. Further, it has been slammed for reportedly photoshopping Gigi Hadid's arm to cover Graham's torso."
1224,Ambassador car brand sold to Peugeot for ?80 crore,"Kolkata-based automaker Hindustan Motors on Friday sold the iconic Ambassador car brand to French car manufacturer Peugeot in a deal worth ?80 crore. Hindustan Motors began manufacturing the Ambassador car in 1958, which was also used by several Prime Ministers. The production of the car stopped nearly three years ago in May 2014."
1225,I sacked Sasikala before she expelled me: Madhusudhanan,"Senior AIADMK leader E Madhusudhanan, who was expelled from party?s Presidium Chairman post on Friday, said that it was he who had sacked VK Sasikala from the party before she expelled him. He has also written to the Election Commission not to recognise Sasikala as AIADMK General Secretary. Madhusudhanan was sacked for supporting Interim CM O Panneerselvam. "
1226,"Upset over frivolous petitions in SC, CJI imposes fines","Upset over frivolous petitions being filed in the Supreme Court, Chief Justice JS Khehar on Friday imposed a fine of ?10 lakh on a Bihar MLA and ?1 lakh on a Maharashtra professor. ""Look at my white beard. After reading all this I feel tired also. So please,"" he said. Notably, SC has a backlog of over 61,000 cases."
1227,Don?t obstruct people in temple as they pray: HC to priests,"The Delhi High Court on Friday observed that priests should give devotees one or two seconds to communicate with God and should not obstruct them while managing the crowd. ""There's only a fraction of a second for a person to view the deity?here the fraction of a second isn't unobstructed,"" the court said in regards to Kalkaji Temple in Delhi. "
1228,West Bengal govt announces relief for note ban 'victims',"West Bengal Chief Minister Mamata Banerjee has announced relief measures for those affected by the central government's demonetisation policy. Bengal Finance Minister Amit Mitra announced that the state government will provide a one-time grant of ?50,000 to those adversely affected by note ban in order to ""enable them to start an alternative business""."
1229,Rajinikanth may launch his political party: Reports,"As per reports, actor Rajinikanth has been advised by senior RSS ideologue S Gurumurthy to launch his political party. Sources suggest that Gurumurthy's proposal is part of BJP's plan to enter Tamil Nadu. While Rajinikanth is currently seeking opinion from his well-wishers, reportedly, actor Amitabh Bachchan has advised him against joining politics."
1230,We don't produce champion cricketers anymore: Jayasuriya,"Commenting on Sri Lankan cricket team's recent away performances, former captain Sanath Jayasuriya said that SL do not produce champion cricketers as much as they did in the past. ""We should be able to play under any conditions, not just at home,"" he added. Notably, SL were whitewashed 0-3 by South Africa in the recently concluded Test series."
